id,account,url,title,description,upload_date,duration,view_count,like_count,comment_count,repost_count,tags,track,track_artist,is_photo_carousel
7655788007881968910,whitehouse,https://www.tiktok.com/@whitehouse/video/7655788007881968910,President Trump loves our farmers 🤠🦅🇺🇸  @Kait Thornton ,President Trump loves our farmers 🤠🦅🇺🇸  @Kait Thornton ,20260626,92,329900,9166,1354,235,,original sound,The White House,False
7655710966365048094,whitehouse,https://www.tiktok.com/@whitehouse/video/7655710966365048094,Making D.C. safe & beautiful again 🇺🇸,Making D.C. safe & beautiful again 🇺🇸,20260626,13,1000000,72900,3326,2506,,original sound,The White House,False
7655424932297461005,whitehouse,https://www.tiktok.com/@whitehouse/video/7655424932297461005,Our team is cooking 😤🔥🇺🇸,Our team is cooking 😤🔥🇺🇸,20260625,24,430100,24300,1320,776,,original sound,The White House,False
7655353734662278413,whitehouse,https://www.tiktok.com/@whitehouse/video/7655353734662278413,"THE GREAT AMERICAN STATE FAIR 🇺🇸 Now through July 10th, don’t miss it. ","THE GREAT AMERICAN STATE FAIR 🇺🇸 Now through July 10th, don’t miss it. ",20260625,35,485500,40700,1809,618,,original sound,The White House,False
7655172355760688398,whitehouse,https://www.tiktok.com/@whitehouse/video/7655172355760688398,Patriots are in control 🇺🇸,Patriots are in control 🇺🇸,20260625,64,389100,21200,803,1299,,original sound,The White House,False
7655010478271335694,whitehouse,https://www.tiktok.com/@whitehouse/video/7655010478271335694,We tried to tell y’all. America is so back 🇺🇸😤,We tried to tell y’all. America is so back 🇺🇸😤,20260624,69,1900000,265900,5299,25200,,original sound,The White House,False
7654961118804249869,whitehouse,https://www.tiktok.com/@whitehouse/video/7654961118804249869,Thank you President Donald Trump for making DC beautiful 🇺🇸,Thank you President Donald Trump for making DC beautiful 🇺🇸,20260624,60,343100,14700,972,272,,original sound,The White House,False
7654734297068342542,whitehouse,https://www.tiktok.com/@whitehouse/video/7654734297068342542,All thanks to President Trump 🔥,All thanks to President Trump 🔥,20260623,24,435900,17200,1582,576,,original sound,The White House,False
7654665354685271327,whitehouse,https://www.tiktok.com/@whitehouse/video/7654665354685271327,AMERICA IS BACK 🇺🇸 see you tomorrow at the State Fair Kick Off Celebr...,AMERICA IS BACK 🇺🇸 see you tomorrow at the State Fair Kick Off Celebration! ,20260623,17,2300000,386100,4414,16200,,original sound,The White House,False
7654407454654090509,whitehouse,https://www.tiktok.com/@whitehouse/video/7654407454654090509,Dems rlly do love criminal illegals more than any stupid song could say ,Dems rlly do love criminal illegals more than any stupid song could say ,20260623,15,436600,5534,745,287,,original sound,The White House,False
7654298133005929759,whitehouse,https://www.tiktok.com/@whitehouse/video/7654298133005929759,Quantum dominance… stay tuned. ,Quantum dominance… stay tuned. ,20260622,7,3000000,255800,6567,55100,,original sound,The White House,False
7654255410341317902,whitehouse,https://www.tiktok.com/@whitehouse/video/7654255410341317902,AMERICAN SUMMER IS OFFICIALLY HERE 🇺🇸🤠,AMERICAN SUMMER IS OFFICIALLY HERE 🇺🇸🤠,20260622,25,551000,42800,950,9693,,original sound,The White House,False
7654026873873173774,whitehouse,https://www.tiktok.com/@whitehouse/video/7654026873873173774,😤😤😤,😤😤😤,20260622,32,2000000,299300,3146,11300,,original sound,The White House,False
7653899611328744717,whitehouse,https://www.tiktok.com/@whitehouse/video/7653899611328744717,"Happy Father’s Day to all the incredible fathers and grandfathers, in...","Happy Father’s Day to all the incredible fathers and grandfathers, including POTUS & VP 💙",20260621,38,369200,7700,902,108,,original sound,The White House,False
7653537955167882510,whitehouse,https://www.tiktok.com/@whitehouse/video/7653537955167882510,A win for the American people 🔥,A win for the American people 🔥,20260620,33,427700,10500,1473,134,,original sound,The White House,False
7653203434476178701,whitehouse,https://www.tiktok.com/@whitehouse/video/7653203434476178701,POTUS debuts the NEW AF1 ✈️🇺🇸🔥,POTUS debuts the NEW AF1 ✈️🇺🇸🔥,20260619,39,1700000,130100,3708,3305,,original sound,Lyric Veil,False
7653144088996302094,whitehouse,https://www.tiktok.com/@whitehouse/video/7653144088996302094,Let’s goooooo 🇺🇸🇺🇸 FIFA World Cup 2026 ,Let’s goooooo 🇺🇸🇺🇸 FIFA World Cup 2026 ,20260619,18,753200,69100,2047,957,,original sound,The White House,False
7652915769063247117,whitehouse,https://www.tiktok.com/@whitehouse/video/7652915769063247117,AN EPIC NIGHT 🔥🦅🥊,AN EPIC NIGHT 🔥🦅🥊,20260619,82,437700,9643,1064,247,,original sound,The White House,False
7652861978205064461,whitehouse,https://www.tiktok.com/@whitehouse/video/7652861978205064461,"Congratulations Major James Capers Jr, Major Nicholas Dockery, and Co...","Congratulations Major James Capers Jr, Major Nicholas Dockery, and Colonel John Ripley 🇺🇸❤️ Heroes.",20260618,46,792500,37400,1935,626,,original sound,The White House,False
7652812486252481805,whitehouse,https://www.tiktok.com/@whitehouse/video/7652812486252481805,TRUST IN TRUMP 🇺🇸,TRUST IN TRUMP 🇺🇸,20260618,15,575000,38000,2452,1396,,original sound,The White House,False
7652523266271087885,whitehouse,https://www.tiktok.com/@whitehouse/video/7652523266271087885,🚨 Breaking: POTUS signs Iran Memorandum of Understanding ,🚨 Breaking: POTUS signs Iran Memorandum of Understanding ,20260618,35,574000,13800,1596,1258,,original sound,The White House,False
7652470583040462093,whitehouse,https://www.tiktok.com/@whitehouse/video/7652470583040462093,We’re going to get you back 🔥,We’re going to get you back 🔥,20260617,26,1100000,111600,1520,2594,,original sound,The White House,False
7652419754212281613,whitehouse,https://www.tiktok.com/@whitehouse/video/7652419754212281613,President Trump following G7 on the Iran deal and PEACE ,President Trump following G7 on the Iran deal and PEACE ,20260617,44,446400,8788,1059,214,,original sound,The White House,False
7652375981046435085,whitehouse,https://www.tiktok.com/@whitehouse/video/7652375981046435085,Boss man ,Boss man ,20260617,14,1900000,179200,7420,8785,,original sound,The White House,False
7652170489640520974,whitehouse,https://www.tiktok.com/@whitehouse/video/7652170489640520974,11 years ago history changed when Donald Trump came down the golden e...,11 years ago history changed when Donald Trump came down the golden escalators 🥹,20260617,37,823500,52000,1937,1166,,son original - visionforge35,S O N A R Y,False
7651794857698118925,whitehouse,https://www.tiktok.com/@whitehouse/video/7651794857698118925,It’s a patriot summer 🇺🇸🇺🇸,It’s a patriot summer 🇺🇸🇺🇸,20260616,10,920800,42000,1828,1300,,original sound,The White House,False
7651647880003849485,whitehouse,https://www.tiktok.com/@whitehouse/video/7651647880003849485,America on top 🇺🇸🔥,America on top 🇺🇸🔥,20260615,47,7500000,705100,6058,21600,,original sound,The White House,False
7651510597695048973,whitehouse,https://www.tiktok.com/@whitehouse/video/7651510597695048973,Year of the Patriot fr 🇺🇸,Year of the Patriot fr 🇺🇸,20260615,18,890600,12600,926,190,,original sound,The White House,False
7651436763486932237,whitehouse,https://www.tiktok.com/@whitehouse/video/7651436763486932237,Auramaxxing🔥 ,Auramaxxing🔥 ,20260615,21,1000000,32300,1756,1093,,original sound,The White House,False
7651422028456611086,whitehouse,https://www.tiktok.com/@whitehouse/video/7651422028456611086,And so it begins… 🇺🇸🦅,And so it begins… 🇺🇸🦅,20260615,9,6100000,411300,6295,21700,,original sound,The White House,False
7651406502753766670,whitehouse,https://www.tiktok.com/@whitehouse/video/7651406502753766670,UFC 250! LFG 🔥,UFC 250! LFG 🔥,20260615,60,834600,5533,281,69,,original sound,The White House,False
7651354173715369229,whitehouse,https://www.tiktok.com/@whitehouse/video/7651354173715369229,UFC TONIGHT AT THE WHITE HOUSE 🔥 LFG ,UFC TONIGHT AT THE WHITE HOUSE 🔥 LFG ,20260614,39,1300000,86800,2292,3402,,original sound,The White House,False
7651284365456051470,whitehouse,https://www.tiktok.com/@whitehouse/video/7651284365456051470,Flag day 🇺🇸🇺🇸🇺🇸,Flag day 🇺🇸🇺🇸🇺🇸,20260614,18,1100000,72700,1158,1214,,original sound,The White House,False
7651240759554805022,whitehouse,https://www.tiktok.com/@whitehouse/video/7651240759554805022,"Happy Birthday, Mr. President 🇺🇸","Happy Birthday, Mr. President 🇺🇸",20260614,46,1300000,90600,6714,4921,,original sound,The White House,False
7651003610813238541,whitehouse,https://www.tiktok.com/@whitehouse/video/7651003610813238541,A patriot summer for America’s 250th 🇺🇸,A patriot summer for America’s 250th 🇺🇸,20260613,16,3800000,502800,6524,17600,,original sound,The White House,False
7650885670176705805,whitehouse,https://www.tiktok.com/@whitehouse/video/7650885670176705805,ONE MORE DAY. UFC x White House 🔥,ONE MORE DAY. UFC x White House 🔥,20260613,18,1500000,41900,1740,1978,,original sound,The White House,False
7650585470354722061,whitehouse,https://www.tiktok.com/@whitehouse/video/7650585470354722061,LET’S GO USA 🇺🇸🇺🇸🇺🇸,LET’S GO USA 🇺🇸🇺🇸🇺🇸,20260612,45,2300000,67300,1633,2933,,original sound,The White House,False
7650548406372355342,whitehouse,https://www.tiktok.com/@whitehouse/video/7650548406372355342,NEW DROP 👀🛸 WAR.GOV/UFO,NEW DROP 👀🛸 WAR.GOV/UFO,20260612,24,1800000,6779,864,931,,"UFO, Sci-fi, Alien, Horror, Mysterious, Soundscape, Drone, Encounter with the unknown, Urban Legend(1510383)",SAKUMAMATATA,False
7650271141071768846,whitehouse,https://www.tiktok.com/@whitehouse/video/7650271141071768846,FIFA WORLD CUP 2026 IS HERE 🔥 LFG,FIFA WORLD CUP 2026 IS HERE 🔥 LFG,20260611,48,2400000,36100,1551,1456,,original sound,The White House,False
7650222287307803917,whitehouse,https://www.tiktok.com/@whitehouse/video/7650222287307803917,Embarrassing. #vine ,Embarrassing. #vine ,20260611,4,2200000,7063,2012,1066,,original sound,The White House,False
7650152538586598670,whitehouse,https://www.tiktok.com/@whitehouse/video/7650152538586598670,FULLY FUNDING ICE & BORDER PATROL 🔥🇺🇸,FULLY FUNDING ICE & BORDER PATROL 🔥🇺🇸,20260611,33,2100000,13600,1065,475,,original sound,The White House,False
7649861000161807630,whitehouse,https://www.tiktok.com/@whitehouse/video/7649861000161807630,Trump knows ball 🏀,Trump knows ball 🏀,20260610,29,1900000,11600,2104,318,,original sound,The White House,False
7649795587851685133,whitehouse,https://www.tiktok.com/@whitehouse/video/7649795587851685133,Goodbye criminal illegals! The Trump admin will keep fighting to keep...,Goodbye criminal illegals! The Trump admin will keep fighting to keep America Safe 🇺🇸,20260610,4,1900000,5918,1553,919,,original sound,The White House,False
